sample_index,sim_time_s,mobile_x,mobile_y,mobile_state,mobile_rloc16,parent_extaddr,parent_rloc16,parent_node_guess,parent_link_quality_in,parent_link_quality_out,parent_age,parent_version,parent_switch,connectivity_ok,selected_radio_model,device_profile,thread_device_type,parent_search_config,packet_probe_reliable,primary_parent_observation,router_a_scan_dbm,router_a_scan_lqi,router_b_scan_dbm,router_b_scan_lqi,ip_counters_json,mle_counters_json,router_a_to_mobile_tx,router_a_to_mobile_rx,router_a_to_mobile_loss_pct,router_a_to_mobile_rtt_min_ms,router_a_to_mobile_rtt_avg_ms,router_a_to_mobile_rtt_max_ms,router_b_to_mobile_tx,router_b_to_mobile_rx,router_b_to_mobile_loss_pct,router_b_to_mobile_rtt_min_ms,router_b_to_mobile_rtt_avg_ms,router_b_to_mobile_rtt_max_ms
0,500.0,100.0,380.0,child,3001,127bd24696e5e194,3000,router_a,3,3,1,5,False,True,MutualInterference,full_end_device,fed,disabled,True,packet_probe,,,,,"{""RxFailed"": ""0"", ""RxSuccess"": ""61"", ""TxFailed"": ""0"", ""TxSuccess"": ""12""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""0"", ""Partition Id Changes"": ""1"", ""Role Child"": ""1"", ""Role Detached"": ""1"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""491767"", ""Time Detached Milli"": ""8233"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""500000""}",1,1,0.0,27.0,27.0,27.0,1,0,100.0,,,
1,520.0,120.513,380.0,child,3001,127bd24696e5e194,3000,router_a,3,3,6,5,False,True,MutualInterference,full_end_device,fed,disabled,True,packet_probe,,,,,"{""RxFailed"": ""0"", ""RxSuccess"": ""64"", ""TxFailed"": ""0"", ""TxSuccess"": ""13""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""0"", ""Partition Id Changes"": ""1"", ""Role Child"": ""1"", ""Role Detached"": ""1"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""511767"", ""Time Detached Milli"": ""8233"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""520000""}",1,1,0.0,13.0,13.0,13.0,1,0,100.0,,,
2,540.0,141.026,380.0,child,6c01,a6aef95b7cd85b35,6c00,router_b,2,2,2,5,True,True,MutualInterference,full_end_device,fed,disabled,True,packet_probe,,,,,"{""RxFailed"": ""0"", ""RxSuccess"": ""77"", ""TxFailed"": ""0"", ""TxSuccess"": ""19""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""1"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""531767"", ""Time Detached Milli"": ""8233"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""540000""}",1,1,0.0,8.0,8.0,8.0,1,0,100.0,,,
3,560.0,161.538,380.0,child,6c01,a6aef95b7cd85b35,6c00,router_b,2,2,2,5,False,True,MutualInterference,full_end_device,fed,disabled,True,packet_probe,,,,,"{""RxFailed"": ""0"", ""RxSuccess"": ""83"", ""TxFailed"": ""0"", ""TxSuccess"": ""20""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""1"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""551767"", ""Time Detached Milli"": ""8233"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""560000""}",1,0,100.0,,,,1,1,0.0,32.0,32.0,32.0
4,580.0,182.051,380.0,child,6c01,a6aef95b7cd85b35,6c00,router_b,2,2,22,5,False,False,MutualInterference,full_end_device,fed,disabled,True,packet_probe,,,,,"{""RxFailed"": ""0"", ""RxSuccess"": ""84"", ""TxFailed"": ""0"", ""TxSuccess"": ""20""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""1"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""571767"", ""Time Detached Milli"": ""8233"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""580000""}",1,0,100.0,,,,1,0,100.0,,,
5,600.0,202.564,380.0,child,6c01,a6aef95b7cd85b35,6c00,router_b,2,2,42,5,False,False,MutualInterference,full_end_device,fed,disabled,True,packet_probe,,,,,"{""RxFailed"": ""0"", ""RxSuccess"": ""86"", ""TxFailed"": ""0"", ""TxSuccess"": ""20""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""1"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""591767"", ""Time Detached Milli"": ""8233"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""600000""}",1,0,100.0,,,,1,0,100.0,,,
6,620.0,223.077,380.0,child,6c01,a6aef95b7cd85b35,6c00,router_b,2,2,62,5,False,False,MutualInterference,full_end_device,fed,disabled,True,packet_probe,,,,,"{""RxFailed"": ""0"", ""RxSuccess"": ""88"", ""TxFailed"": ""0"", ""TxSuccess"": ""20""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""1"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""611767"", ""Time Detached Milli"": ""8233"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""620000""}",1,0,100.0,,,,1,0,100.0,,,
7,640.0,243.59,380.0,child,6c01,a6aef95b7cd85b35,6c00,router_b,2,2,10,5,False,True,MutualInterference,full_end_device,fed,disabled,True,packet_probe,,,,,"{""RxFailed"": ""0"", ""RxSuccess"": ""92"", ""TxFailed"": ""0"", ""TxSuccess"": ""21""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""1"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""631767"", ""Time Detached Milli"": ""8233"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""640000""}",1,0,100.0,,,,1,1,0.0,16.0,16.0,16.0
8,660.0,264.103,380.0,child,6c01,a6aef95b7cd85b35,6c00,router_b,2,2,5,5,False,True,MutualInterference,full_end_device,fed,disabled,True,packet_probe,,,,,"{""RxFailed"": ""0"", ""RxSuccess"": ""97"", ""TxFailed"": ""0"", ""TxSuccess"": ""22""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""1"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""651767"", ""Time Detached Milli"": ""8233"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""660000""}",1,0,100.0,,,,1,1,0.0,21.0,21.0,21.0
9,680.0,284.615,380.0,child,6c01,a6aef95b7cd85b35,6c00,router_b,2,2,25,5,False,False,MutualInterference,full_end_device,fed,disabled,True,packet_probe,,,,,"{""RxFailed"": ""0"", ""RxSuccess"": ""99"", ""TxFailed"": ""0"", ""TxSuccess"": ""22""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""1"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""671767"", ""Time Detached Milli"": ""8233"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""680000""}",1,0,100.0,,,,1,0,100.0,,,
