sample_index,sim_time_s,mobile_x,mobile_y,mobile_state,mobile_rloc16,parent_extaddr,parent_rloc16,parent_node_guess,parent_link_quality_in,parent_link_quality_out,parent_age,parent_version,mobile_to_parent_target,mobile_to_parent_target_rloc16,mobile_to_parent_target_extaddr,mobile_tx_power_dbm,mobile_verified_tx_power_dbm,mobile_to_parent_target_tx_power_dbm,mobile_to_parent_target_verified_tx_power_dbm,mobile_to_parent_tx,mobile_to_parent_rx,mobile_to_parent_loss_pct,mobile_to_parent_rtt_min_ms,mobile_to_parent_rtt_avg_ms,mobile_to_parent_rtt_max_ms,mobile_to_parent_sim_rss_method,mobile_to_parent_sim_rss_match_status,mobile_to_parent_sim_rss_match_confidence,mobile_to_parent_request_rx_sim_rss_dbm,mobile_to_parent_request_rx_sim_lqi,mobile_to_parent_reply_rx_sim_rss_dbm,mobile_to_parent_reply_rx_sim_lqi,mobile_to_parent_sim_rss_event_time_s,parent_switch,connectivity_ok,selected_radio_model,device_profile,thread_device_type,parent_search_config,packet_probe_reliable,primary_parent_observation,ip_counters_json,mle_counters_json,router_a_scan_dbm,router_a_scan_lqi,router_b_scan_dbm,router_b_scan_lqi,router_c_scan_dbm,router_c_scan_lqi,router_d_scan_dbm,router_d_scan_lqi
0,1201.0,350.0,360.0,child,a001,7a29481bda627a64,a000,router_a,3,3,4,5,router_a,a000,7a29481bda627a64,0.0,0.0,0.0,0.0,1,1,0.0,18.0,18.0,18.0,otns_model_derived_at_ping,model_derived,1.0,-56.57,3,-56.57,3,1201.0,False,True,MutualInterference,full_end_device,fed,enabled,True,packet_probe,"{""RxFailed"": ""0"", ""RxSuccess"": ""633"", ""TxFailed"": ""0"", ""TxSuccess"": ""200""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""42"", ""Parent Changes"": ""42"", ""Partition Id Changes"": ""43"", ""Role Child"": ""43"", ""Role Detached"": ""43"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""1193284"", ""Time Detached Milli"": ""7716"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""1201000""}",,,,,,,,
1,1202.0,399.306,360.0,child,a001,7a29481bda627a64,a000,router_a,3,3,5,5,router_a,a000,7a29481bda627a64,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,otns_model_derived_at_ping,model_derived,1.0,-60.862,3,-60.862,3,1202.0,False,True,MutualInterference,full_end_device,fed,enabled,True,packet_probe,"{""RxFailed"": ""0"", ""RxSuccess"": ""634"", ""TxFailed"": ""0"", ""TxSuccess"": ""201""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""42"", ""Parent Changes"": ""42"", ""Partition Id Changes"": ""43"", ""Role Child"": ""43"", ""Role Detached"": ""43"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""1194284"", ""Time Detached Milli"": ""7716"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""1202000""}",,,,,,,,
2,1203.0,448.611,360.0,child,a001,7a29481bda627a64,a000,router_a,3,3,6,5,router_a,a000,7a29481bda627a64,0.0,0.0,0.0,0.0,1,1,0.0,4.0,4.0,4.0,otns_model_derived_at_ping,model_derived,1.0,-67.454,3,-67.454,3,1203.0,False,True,MutualInterference,full_end_device,fed,enabled,True,packet_probe,"{""RxFailed"": ""0"", ""RxSuccess"": ""635"", ""TxFailed"": ""0"", ""TxSuccess"": ""202""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""42"", ""Parent Changes"": ""42"", ""Partition Id Changes"": ""43"", ""Role Child"": ""43"", ""Role Detached"": ""43"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""1195284"", ""Time Detached Milli"": ""7716"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""1203000""}",,,,,,,,
3,1204.0,497.917,360.0,child,a001,7a29481bda627a64,a000,router_a,3,3,7,5,router_a,a000,7a29481bda627a64,0.0,0.0,0.0,0.0,1,1,0.0,8.0,8.0,8.0,otns_model_derived_at_ping,model_derived,1.0,-72.846,2,-72.846,2,1204.0,False,True,MutualInterference,full_end_device,fed,enabled,True,packet_probe,"{""RxFailed"": ""0"", ""RxSuccess"": ""636"", ""TxFailed"": ""0"", ""TxSuccess"": ""203""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""42"", ""Parent Changes"": ""42"", ""Partition Id Changes"": ""43"", ""Role Child"": ""43"", ""Role Detached"": ""43"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""1196284"", ""Time Detached Milli"": ""7716"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""1204000""}",,,,,,,,
4,1205.0,547.222,360.0,child,a001,7a29481bda627a64,a000,router_a,3,3,8,5,router_a,a000,7a29481bda627a64,0.0,0.0,0.0,0.0,1,1,0.0,7.0,7.0,7.0,otns_model_derived_at_ping,model_derived,1.0,-77.1,2,-77.1,2,1205.0,False,True,MutualInterference,full_end_device,fed,enabled,True,packet_probe,"{""RxFailed"": ""0"", ""RxSuccess"": ""637"", ""TxFailed"": ""0"", ""TxSuccess"": ""204""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""42"", ""Parent Changes"": ""42"", ""Partition Id Changes"": ""43"", ""Role Child"": ""43"", ""Role Detached"": ""43"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""1197284"", ""Time Detached Milli"": ""7716"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""1205000""}",,,,,,,,
5,1206.0,596.528,360.0,child,a001,7a29481bda627a64,a000,router_a,3,3,9,5,router_a,a000,7a29481bda627a64,0.0,0.0,0.0,0.0,1,1,0.0,10.0,10.0,10.0,otns_model_derived_at_ping,model_derived,1.0,-80.554,2,-80.554,2,1206.0,False,True,MutualInterference,full_end_device,fed,enabled,True,packet_probe,"{""RxFailed"": ""0"", ""RxSuccess"": ""638"", ""TxFailed"": ""0"", ""TxSuccess"": ""205""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""42"", ""Parent Changes"": ""42"", ""Partition Id Changes"": ""43"", ""Role Child"": ""43"", ""Role Detached"": ""43"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""1198284"", ""Time Detached Milli"": ""7716"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""1206000""}",,,,,,,,
6,1207.0,645.833,360.0,child,a001,7a29481bda627a64,a000,router_a,3,3,10,5,router_a,a000,7a29481bda627a64,0.0,0.0,0.0,0.0,1,1,0.0,10.0,10.0,10.0,otns_model_derived_at_ping,model_derived,1.0,-83.444,2,-83.444,2,1207.0,False,True,MutualInterference,full_end_device,fed,enabled,True,packet_probe,"{""RxFailed"": ""0"", ""RxSuccess"": ""642"", ""TxFailed"": ""0"", ""TxSuccess"": ""207""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""43"", ""Parent Changes"": ""42"", ""Partition Id Changes"": ""43"", ""Role Child"": ""43"", ""Role Detached"": ""43"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""1199284"", ""Time Detached Milli"": ""7716"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""1207000""}",,,,,,,,
7,1208.0,695.139,360.0,child,a001,7a29481bda627a64,a000,router_a,3,3,0,5,router_a,a000,7a29481bda627a64,0.0,0.0,0.0,0.0,1,1,0.0,7.0,7.0,7.0,otns_model_derived_at_ping,model_derived,1.0,-85.92,1,-85.92,1,1208.0,False,True,MutualInterference,full_end_device,fed,enabled,True,packet_probe,"{""RxFailed"": ""0"", ""RxSuccess"": ""647"", ""TxFailed"": ""0"", ""TxSuccess"": ""210""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""43"", ""Parent Changes"": ""42"", ""Partition Id Changes"": ""43"", ""Role Child"": ""43"", ""Role Detached"": ""43"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""1200284"", ""Time Detached Milli"": ""7716"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""1208000""}",,,,,,,,
8,1209.0,744.444,360.0,child,a001,7a29481bda627a64,a000,router_a,3,3,1,5,router_a,a000,7a29481bda627a64,0.0,0.0,0.0,0.0,1,1,0.0,8.0,8.0,8.0,otns_model_derived_at_ping,model_derived,1.0,-88.084,1,-88.084,1,1209.0,False,True,MutualInterference,full_end_device,fed,enabled,True,packet_probe,"{""RxFailed"": ""0"", ""RxSuccess"": ""650"", ""TxFailed"": ""0"", ""TxSuccess"": ""211""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""43"", ""Parent Changes"": ""42"", ""Partition Id Changes"": ""43"", ""Role Child"": ""43"", ""Role Detached"": ""43"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""1201284"", ""Time Detached Milli"": ""7716"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""1209000""}",,,,,,,,
9,1210.0,793.75,360.0,child,2002,6ea9b07a24c4dbbc,2000,router_b,3,3,1,5,router_a,a000,7a29481bda627a64,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,otns_model_derived_at_ping,model_derived,1.0,-90.003,1,-90.003,1,1210.0,True,True,MutualInterference,full_end_device,fed,enabled,True,packet_probe,"{""RxFailed"": ""0"", ""RxSuccess"": ""653"", ""TxFailed"": ""0"", ""TxSuccess"": ""214""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""43"", ""Parent Changes"": ""43"", ""Partition Id Changes"": ""44"", ""Role Child"": ""44"", ""Role Detached"": ""44"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""1202284"", ""Time Detached Milli"": ""7716"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""1210000""}",,,,,,,,
