observed_time_s,event,generation,target,parent,rloc16,rssi,time_us,timing_source,resolution_us,state,mode,reason,error
185.0,requested,1,e2a3cbdc958417c0,,,,5000000,otns_openthread_event,1,starting_discovery,unicast,,OK
186.0,parent_request_started,1,e2a3cbdc958417c0,,,,5001000,otns_openthread_event,1,waiting_target_response,unicast,,OK
194.0,parent_request_started,1,e2a3cbdc958417c0,,,,13002048,otns_openthread_event,1,waiting_target_response,unicast,,OK
202.0,parent_request_started,1,e2a3cbdc958417c0,,,,21003752,otns_openthread_event,1,waiting_target_response,unicast,,OK
210.0,parent_request_started,1,e2a3cbdc958417c0,,,,29004656,otns_openthread_event,1,waiting_target_response,unicast,,OK
218.0,parent_request_started,1,e2a3cbdc958417c0,,,,37005256,otns_openthread_event,1,waiting_target_response,unicast,,OK
226.0,timed_out,1,e2a3cbdc958417c0,,,,45005240,otns_openthread_event,1,timed_out,unicast,,ResponseTimeout
