variant,routers,metric,hardware_n,otns_n,hardware_mean_ms,otns_mean_ms,delta_mean_ms,delta_mean_ci95_low_ms,delta_mean_ci95_high_ms,hardware_median_ms,otns_median_ms,delta_median_ms,delta_median_ci95_low_ms,delta_median_ci95_high_ms
ucast,2,parent_request_to_response_ms,100,100,269.48597196000003,247.26752,22.21845196000004,-17.530833516499985,62.465149050749986,298.338056,247.78,50.55805599999999,-32.63252312500001,115.80107904999998
ucast,2,parent_response_to_child_id_request_ms,100,100,10.4754472,5.9248,4.550647199999999,4.232124355000001,4.841051554250001,10.5575325,5.736,4.821532500000001,4.482003,5.221024000000001
ucast,2,child_id_request_to_response_ms,100,100,13.83901832,5.6752,8.163818319999999,7.82922622,8.4678915805,13.9945745,5.416,8.5785745,8.188837,8.8894725
ucast,2,full_attach_ms,100,100,293.80043744,258.86752,34.93291743999998,-4.539609099999987,74.04994342599997,322.6139545,259.73199999999997,62.881954500000006,-19.689709275000006,125.06123624999984
ucast,2,parent_request_to_ack_ms,100,100,2.56755137,2.56,0.007551369999999835,0.007444029999999824,0.00765393999999997,2.568007,2.56,0.008007000000000097,0.007052999999999976,0.008007000000000097
ucast,2,parent_request_ack_to_parent_response_ms,100,100,266.9184208,244.70752,22.21090079999999,-17.462462662999993,61.65363183524991,295.770526,245.22,50.55052600000002,-32.98703599999999,113.55203256249999
ucast,2,parent_response_to_ack_ms,100,100,4.0075565399999995,4.0,0.007556539999999501,0.007461209749999776,0.007654319999999437,4.007816,4.0,0.007816000000000045,0.00710099999999958,0.007935500000000317
ucast,2,parent_response_ack_to_child_id_request_ms,100,100,6.46789072,1.9248,4.5430907199999995,4.2237345597500005,4.830125296249999,6.549597,1.736,4.813597000000001,4.474067499999999,5.196875499999999
ucast,2,child_id_request_to_ack_ms,100,100,3.8475584400000002,3.84,0.007558440000000388,0.007453510000000385,0.0076633400000001295,3.847837,3.84,0.007837000000000316,0.007122000000000295,0.007837000000000316
ucast,2,child_id_request_ack_to_child_id_response_ms,100,100,9.99145983,1.8352,8.15625983,7.830208798749998,8.46141031925,10.1475715,1.576,8.5715715,8.176988999999999,8.8909755
