platform,variant,routers,metric,n,mean,sd,median,iqr,p05,p25,p75,p95,min,max,trimmed_mean
otns,fast-attach-ucast-1,3,child_id_request_ack_to_child_id_response_ms,100,2.1168,2.180186110117087,1.576,0.9599999999999999,0.616,0.936,1.896,7.671999999999999,0.616,11.816,1.576
hardware,fast-attach-ucast-1,3,child_id_request_ack_to_child_id_response_ms,100,9.96377467,0.8372560572552624,10.1969245,1.3806822500000013,8.663940550000001,9.266734,10.647416250000001,11.0235329,8.291006,11.593103,9.9903941375
otns,fast-attach-ucast-1,4,parent_request_to_ack_ms,99,2.6256161616161617,0.6528725647923841,2.56,0.0,2.56,2.56,2.56,2.56,2.56,9.056,2.56
hardware,fast-attach-ucast-1,4,parent_request_to_ack_ms,100,2.56757285,0.0005594589264674435,2.568007,0.0009540000000001214,2.566814,2.567053,2.568007,2.568007,2.566814,2.569199,2.567571725
otns,fast-attach-ucast-1,4,parent_request_ack_to_parent_response_ms,99,2.760646464646465,2.002715438807874,2.12,2.04,0.6,1.48,3.52,6.638399999999997,0.6,11.048,2.450172839506173
hardware,fast-attach-ucast-1,4,parent_request_ack_to_parent_response_ms,100,9.01393175,0.9805114637930776,8.994936500000001,1.6992092499999991,7.55598505,8.265257,9.96446625,10.34716375,6.581068,10.457039,9.0567708375
otns,fast-attach-ucast-1,4,parent_response_to_ack_ms,99,4.309989898989899,1.3625704437505763,4.0,0.0,4.0,4.0,4.0,4.53279999999997,4.0,11.457,4.0
hardware,fast-attach-ucast-1,4,parent_response_to_ack_ms,100,4.00754226,0.0005319214193502608,4.007816,0.0009540000000001214,4.006863,4.007101,4.008055,4.008055,4.006863,4.009008,4.0075511624999995
otns,fast-attach-ucast-1,4,parent_response_ack_to_child_id_request_ms,99,2.0802424242424244,2.126618994741198,1.576,1.2800000000000002,0.616,0.936,2.216,4.807999999999998,0.616,12.456,1.6510617283950617
hardware,fast-attach-ucast-1,4,parent_response_ack_to_child_id_request_ms,100,6.59792425,0.9452107100484262,6.5820215,1.7466542499999997,5.4968359499999995,5.52058225,7.2672365,7.95146255,5.478144,10.672092,6.5280377875
otns,fast-attach-ucast-1,4,child_id_request_to_ack_ms,100,3.9881599999999997,1.051237795855126,3.84,0.0,3.84,3.84,3.84,3.84,3.84,12.208,3.84
hardware,fast-attach-ucast-1,4,child_id_request_to_ack_ms,100,3.84762758,0.0004901657147115374,3.847837,0.0009539999999996773,3.846884,3.847122,3.848076,3.848076,3.846884,3.848076,3.847664475
otns,fast-attach-ucast-1,4,child_id_request_ack_to_child_id_response_ms,100,2.184,1.888769574365943,1.576,1.6800000000000002,0.616,0.936,2.616,6.071999999999999,0.616,12.136,1.848
hardware,fast-attach-ucast-1,4,child_id_request_ack_to_child_id_response_ms,100,9.87807752,0.8314854804382005,9.663105000000002,1.4813540000000014,8.677089650000001,9.144425499999999,10.6257795,11.062669399999999,8.415937,11.780024,9.8738849125
