platform,variant,routers,metric,n,mean,sd,median,iqr,p05,p25,p75,p95,min,max,trimmed_mean
hardware,ucast,3,full_attach_ms,98,274.96417929591837,147.08238125618718,268.7149045,270.49452075,65.207183,153.84036325,424.334884,498.71758194999995,36.530018,527.605057,273.478412625
otns,ucast,3,parent_request_to_ack_ms,97,2.56,0.0,2.56,0.0,2.56,2.56,2.56,2.56,2.56,2.56,2.56
hardware,ucast,3,parent_request_to_ack_ms,98,2.5675518163265307,0.0005752050525806198,2.568007,0.0009540000000001214,2.566814,2.567053,2.568007,2.568007,2.565861,2.569199,2.5675687125
otns,ucast,3,parent_request_ack_to_parent_response_ms,97,258.1318762886598,134.97544151987256,247.52,220.30400000000003,52.98400000000001,153.88,374.184,469.1296,8.56,493.56,257.90329113924054
hardware,ucast,3,parent_request_ack_to_parent_response_ms,98,247.91597834693877,146.9933314489255,241.513491,269.12152825,39.617467049999995,127.4045105,396.52603875,471.0162279,7.967949,500.840902,246.4232266
otns,ucast,3,parent_response_to_ack_ms,97,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
hardware,ucast,3,parent_response_to_ack_ms,98,4.007512326530612,0.0005143909976506923,4.007816,0.0009540000000001214,4.006863,4.007101,4.008055,4.008055,4.006863,4.008055,4.007524324999999
otns,ucast,3,parent_response_ack_to_child_id_request_ms,97,1.9157938144329898,1.5114245345737047,1.576,1.2800000000000002,0.616,0.936,2.216,5.159999999999997,0.616,8.936,1.6084050632911393
hardware,ucast,3,parent_response_ack_to_child_id_request_ms,98,6.503954204081633,0.8813084689818504,6.6030025000000006,1.8656255000000002,5.3744791,5.462766,7.3283915,7.75839105,4.899025,8.320093,6.4989388125
otns,ucast,3,child_id_request_to_ack_ms,97,3.84,0.0,3.84,0.0,3.84,3.84,3.84,3.84,3.84,3.84,3.84
hardware,ucast,3,child_id_request_to_ack_ms,98,3.8475796020408164,0.0005516562268052026,3.847837,0.0011919999999996378,3.846884,3.846884,3.848076,3.848076,3.846884,3.84903,3.8475900875
otns,ucast,3,child_id_request_ack_to_child_id_response_ms,97,1.8663092783505155,1.425918164441371,1.576,1.2800000000000002,0.616,0.936,2.216,4.776,0.616,9.256,1.5881518987341772
hardware,ucast,3,child_id_request_ack_to_child_id_response_ms,98,10.12160342857143,0.8288663906351345,10.336995,1.17099275,8.67264245,9.5727445,10.74373725,11.05771085,8.18491,11.863947,10.1653009875
otns,ucast,3,adjusted_parent_request_to_response_ms,,,,,,,,,,,,
hardware,ucast,3,adjusted_parent_request_to_response_ms,98,10.208019693877551,1.0415405244397626,10.302575999999998,1.4147697500000014,8.28189395,9.477542249999999,10.892312,11.85059075,8.08297,12.054878,10.2372780125
otns,ucast,4,parent_request_to_response_ms,95,263.63393684210524,147.94571940179654,281.168,250.20800000000003,26.3096,140.512,390.72,476.50559999999996,5.04,501.8,266.37194805194804
hardware,ucast,4,parent_request_to_response_ms,96,251.45845857291667,138.85799744056982,227.424383,257.39657850000003,60.433268749999996,132.59780425,389.99438275,463.85502799999995,12.49814,492.306948,249.06633753846154
otns,ucast,4,parent_response_to_child_id_request_ms,95,6.088,1.6090975401190015,5.576,0.96,4.616,5.256,6.216,8.776,4.616,13.576,5.79625974025974
hardware,ucast,4,parent_response_to_child_id_request_ms,96,10.488294052083333,0.9226932639892891,10.4584695,1.8050669999999993,9.326577,9.44447525,11.24954225,11.939764499999999,8.960009,12.175083,10.46231767948718
otns,ucast,4,child_id_request_to_response_ms,95,5.6854736842105265,1.062669629433997,5.416,0.96,4.456,5.096,6.056,8.296,4.456,9.256,5.524051948051948
hardware,ucast,4,child_id_request_to_response_ms,96,13.9255771875,0.9810438451794873,14.065385,1.4865992499999994,12.358248249999999,13.104618,14.59121725,14.92196275,12.227058,18.744946,13.917226051282052
otns,ucast,4,full_attach_ms,95,275.4074105263158,148.11777467886506,292.8,251.00799999999998,37.3976,151.50400000000002,402.512,487.33759999999995,15.392,513.112,278.353038961039
hardware,ucast,4,full_attach_ms,96,275.87232989583333,138.7994117486219,252.42686300000003,257.11441075,84.863722,155.8897495,413.00416025,488.932669,34.898043,516.315937,273.4941947692308
otns,ucast,4,parent_request_to_ack_ms,95,2.56,0.0,2.56,0.0,2.56,2.56,2.56,2.56,2.56,2.56,2.56
hardware,ucast,4,parent_request_to_ack_ms,96,2.567515010416667,0.0005303260068812771,2.567768,0.0009540000000001214,2.566814,2.567053,2.568007,2.568007,2.566814,2.56896,2.56752691025641
otns,ucast,4,parent_request_ack_to_parent_response_ms,95,261.07393684210524,147.94571940179654,278.608,250.20799999999997,23.7496,137.952,388.15999999999997,473.94559999999996,2.48,499.24,263.81194805194804
hardware,ucast,4,parent_request_ack_to_parent_response_ms,96,248.89094390625,138.85796834765026,224.8574495,257.39580425,57.86639425,130.03081075,387.426615,461.287022,9.931087,489.738941,246.4988477179487
otns,ucast,4,parent_response_to_ack_ms,95,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
hardware,ucast,4,parent_response_to_ack_ms,96,4.007540770833333,0.0005581287811996862,4.007816,0.0009540000000001214,4.006863,4.007101,4.008055,4.008055,4.006863,4.009008,4.007535205128205
otns,ucast,4,parent_response_ack_to_child_id_request_ms,95,2.088,1.6090975401190013,1.576,0.9600000000000002,0.616,1.256,2.216,4.776,0.616,9.576,1.7962597402597402
hardware,ucast,4,parent_response_ack_to_child_id_request_ms,96,6.4807534375,0.9226738638111213,6.451487500000001,1.8057227500000002,5.31971475,5.43665875,7.2423815000000005,7.93248375,4.951954,8.167982,6.454779564102564
otns,ucast,4,child_id_request_to_ack_ms,95,3.84,0.0,3.84,0.0,3.84,3.84,3.84,3.84,3.84,3.84,3.84
hardware,ucast,4,child_id_request_to_ack_ms,96,3.8475692083333333,0.0005121981712838586,3.847837,0.0009539999999996773,3.846884,3.847122,3.848076,3.848076,3.846884,3.848076,3.8475897948717948
otns,ucast,4,child_id_request_ack_to_child_id_response_ms,95,1.8454736842105264,1.062669629433997,1.576,0.9600000000000002,0.616,1.256,2.216,4.456,0.616,5.416,1.684051948051948
hardware,ucast,4,child_id_request_ack_to_child_id_response_ms,96,10.078007947916667,0.981115483241401,10.218024,1.4873149999999988,8.51130475,9.257018500000001,10.7443335,11.0749005,8.380175,14.898062,10.069636166666667
otns,ucast,4,adjusted_parent_request_to_response_ms,,,,,,,,,,,,
hardware,ucast,4,adjusted_parent_request_to_response_ms,96,10.250125239583333,1.005315707170384,10.329435499999999,1.4566865,8.505684500000001,9.45439,10.9110765,11.9308525,8.18504,12.484932,10.25560017948718
otns,fast-attach-corrected,2,parent_request_to_response_ms,99,19.29010101010101,8.718748952448125,17.416,14.48,7.696,11.876000000000001,26.356,33.11999999999999,4.376,36.336,19.063012345679013
hardware,fast-attach-corrected,2,parent_request_to_response_ms,100,26.46969559,9.413350518279296,27.3364785,14.823258250000002,12.321722150000001,18.460512,33.28377025,39.9341102,9.482145,43.104887,26.50763395
otns,fast-attach-corrected,2,parent_response_to_child_id_request_ms,99,5.647111111111111,0.9080421738934602,5.576,0.96,4.616,4.936,5.896,7.527999999999999,4.616,8.456,5.524641975308642
hardware,fast-attach-corrected,2,parent_response_to_child_id_request_ms,100,10.875020020000001,0.8204459039186116,11.1110215,1.298427499999999,9.583687300000001,10.216116750000001,11.51454425,12.0338086,9.215117,12.151003,10.9051287375
otns,fast-attach-corrected,2,child_id_request_to_response_ms,99,5.671353535353536,1.1519453936988089,5.416,1.2800000000000002,4.456,4.776,6.056,8.296,4.456,10.536,5.487111111111111
hardware,fast-attach-corrected,2,child_id_request_to_response_ms,100,13.79788406,0.9324246054489026,13.7114525,1.4160874999999997,12.4255066,13.0182505,14.434338,15.587854049999999,12.080193,15.904903,13.7644738625
otns,fast-attach-corrected,2,full_attach_ms,99,30.608565656565656,8.835433172755994,30.288,14.439999999999998,17.764,23.188000000000002,37.628,44.50719999999999,15.368,47.608,30.44553086419753
hardware,fast-attach-corrected,2,full_attach_ms,100,51.14259956,9.433985693680658,52.301407,15.548765750000001,36.76514635,42.924940500000005,58.473706250000006,65.00762695,34.143925,68.412781,51.189440475
otns,fast-attach-corrected,2,parent_request_to_ack_ms,,,,,,,,,,,,
hardware,fast-attach-corrected,2,parent_request_to_ack_ms,,,,,,,,,,,,
otns,fast-attach-corrected,2,parent_request_ack_to_parent_response_ms,,,,,,,,,,,,
hardware,fast-attach-corrected,2,parent_request_ack_to_parent_response_ms,,,,,,,,,,,,
otns,fast-attach-corrected,2,parent_response_to_ack_ms,99,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
hardware,fast-attach-corrected,2,parent_response_to_ack_ms,100,4.00753034,0.0005336682891349634,4.007816,0.0009540000000001214,4.006863,4.007101,4.008055,4.008055,4.006863,4.009008,4.0075362624999995
otns,fast-attach-corrected,2,parent_response_ack_to_child_id_request_ms,99,1.6471111111111112,0.9080421738934602,1.576,0.9599999999999999,0.616,0.936,1.896,3.5279999999999982,0.616,4.456,1.524641975308642
hardware,fast-attach-corrected,2,parent_response_ack_to_child_id_request_ms,100,6.86748987,0.8203759652836767,7.1039200000000005,1.2985462500000002,5.5756452,6.2089565,7.5075027500000004,8.02597975,5.208015,8.143902,6.8975717375
otns,fast-attach-corrected,2,child_id_request_to_ack_ms,99,3.84,0.0,3.84,0.0,3.84,3.84,3.84,3.84,3.84,3.84,3.84
hardware,fast-attach-corrected,2,child_id_request_to_ack_ms,100,3.84758471,0.0005081102698858711,3.847837,0.0009539999999996773,3.846884,3.847122,3.848076,3.848076,3.846884,3.848076,3.8476108875
otns,fast-attach-corrected,2,child_id_request_ack_to_child_id_response_ms,99,1.8313535353535353,1.151945393698809,1.576,1.2800000000000002,0.616,0.936,2.216,4.456,0.616,6.696,1.6471111111111112
hardware,fast-attach-corrected,2,child_id_request_ack_to_child_id_response_ms,100,9.95029926,0.9324145531631285,9.8639725,1.41704075,8.57839555,9.1701745,10.58721525,11.739790000000001,8.23307,12.057066,9.916895625
otns,fast-attach-corrected,2,adjusted_parent_request_to_response_ms,,,,,,,,,,,,
hardware,fast-attach-corrected,2,adjusted_parent_request_to_response_ms,100,9.80969559,1.059211083869081,9.7803765,1.5816272499999986,7.70806245,9.0524985,10.634125749999999,11.2973368,7.569025,11.457932,9.8700381875
otns,fast-attach-corrected,3,parent_request_to_response_ms,99,35.75264646464647,20.496204548255793,33.336,28.895999999999994,8.28,18.716,47.611999999999995,75.376,4.376,87.336,34.288197530864196
hardware,fast-attach-corrected,3,parent_request_to_response_ms,99,36.56750014141414,20.490723275717748,33.645868,27.678489999999996,11.1220123,18.553972,46.232462,77.65459999999999,9.695053,88.841915,34.655406160493825
otns,fast-attach-corrected,3,parent_response_to_child_id_request_ms,99,6.376484848484848,2.856433699004566,5.896,1.12,4.616,5.096,6.216,12.199999999999989,4.616,21.064,5.698469135802469
hardware,fast-attach-corrected,3,parent_response_to_child_id_request_ms,99,11.854270515151516,2.462650118782031,11.363983,1.641392999999999,9.3456981,10.398984,12.040377,16.7852882,9.19795,22.534132,11.42452087654321
otns,fast-attach-corrected,3,child_id_request_to_response_ms,99,6.194989898989899,2.4422561896359882,5.416,0.96,4.456,5.096,6.056,11.879999999999997,4.456,19.496,5.664888888888889
hardware,fast-attach-corrected,3,child_id_request_to_response_ms,99,14.416181666666667,2.7731077250432947,13.872862,1.6314984999999993,12.320208300000001,13.055443499999999,14.686941999999998,18.887114599999997,12.188196,32.710075,13.884179395061729
otns,fast-attach-corrected,3,full_attach_ms,99,48.32412121212121,20.873166021000735,46.608,25.216000000000008,20.58,33.208,58.42400000000001,87.996,14.728,98.008,46.97313580246914
hardware,fast-attach-corrected,3,full_attach_ms,99,62.837952303030306,21.19710801398784,58.690071,30.33447299999999,36.2121579,45.0556275,75.39010049999999,106.3944574,33.185005,115.849972,60.929810567901235
otns,fast-attach-corrected,3,parent_request_to_ack_ms,,,,,,,,,,,,
hardware,fast-attach-corrected,3,parent_request_to_ack_ms,,,,,,,,,,,,
otns,fast-attach-corrected,3,parent_request_ack_to_parent_response_ms,,,,,,,,,,,,
hardware,fast-attach-corrected,3,parent_request_ack_to_parent_response_ms,,,,,,,,,,,,
otns,fast-attach-corrected,3,parent_response_to_ack_ms,99,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
hardware,fast-attach-corrected,3,parent_response_to_ack_ms,99,4.007503323232323,0.0005227981392992084,4.007816,0.0009540000000001214,4.006863,4.007101,4.008055,4.008055,4.006863,4.009008,4.007501407407407
otns,fast-attach-corrected,3,parent_response_ack_to_child_id_request_ms,99,2.3764848484848486,2.8564336990045653,1.896,1.12,0.616,1.096,2.216,8.199999999999987,0.616,17.064,1.6984691358024693
hardware,fast-attach-corrected,3,parent_response_ack_to_child_id_request_ms,99,7.8467672323232325,2.462673957485767,7.356167,1.6404390000000006,5.3378821,6.392002,8.032441,12.778187099999998,5.191088,18.526077,7.416995913580247
otns,fast-attach-corrected,3,child_id_request_to_ack_ms,99,3.84,0.0,3.84,0.0,3.84,3.84,3.84,3.84,3.84,3.84,3.84
hardware,fast-attach-corrected,3,child_id_request_to_ack_ms,99,3.8476953535353537,0.0005130729811063063,3.848076,0.0009539999999996773,3.846884,3.847122,3.848076,3.848076,3.846884,3.848791,3.8477255555555554
otns,fast-attach-corrected,3,child_id_request_ack_to_child_id_response_ms,99,2.354989898989899,2.4422561896359882,1.576,0.9600000000000002,0.616,1.256,2.216,8.039999999999996,0.616,15.656,1.824888888888889
hardware,fast-attach-corrected,3,child_id_request_ack_to_child_id_response_ms,99,10.568486333333333,2.7730834005035048,10.024071,1.6320944999999991,8.473206,9.207964,10.8400585,15.039038699999995,8.341074,28.862,10.03646261728395
otns,fast-attach-corrected,3,adjusted_parent_request_to_response_ms,,,,,,,,,,,,
hardware,fast-attach-corrected,3,adjusted_parent_request_to_response_ms,99,9.789722363636363,1.056396495064645,9.806076,1.653531000000001,7.7925929,8.940984499999999,10.5945155,11.397069199999999,7.570051,11.45896,9.831820395061728
otns,fast-attach-corrected,4,parent_request_to_response_ms,98,28.66155102040816,22.58023821070117,20.856,27.309999999999995,5.2940000000000005,11.656,38.965999999999994,75.36599999999993,4.056,104.136,25.586199999999998
hardware,fast-attach-corrected,4,parent_request_to_response_ms,97,39.345379927835054,23.168893090905616,33.896923,27.861356999999998,13.4031298,22.40777,50.269127,87.35208479999999,10.58197,107.720137,36.38410563291139
otns,fast-attach-corrected,4,parent_response_to_child_id_request_ms,98,5.967183673469387,1.5691510564892126,5.576,0.96,4.616,5.256,6.216,8.456,4.616,17.736,5.716
hardware,fast-attach-corrected,4,parent_response_to_child_id_request_ms,97,12.400201948453608,4.3029598482310565,11.07502,1.6150479999999998,9.6393106,10.396957,12.012005,20.15094779999995,9.379148,35.312891,11.399383835443038
otns,fast-attach-corrected,4,child_id_request_to_response_ms,98,6.166693877551021,2.6058823086152376,5.416,1.2000000000000002,4.456,4.776,5.976,13.454399999999998,4.456,15.656,5.4884
hardware,fast-attach-corrected,4,child_id_request_to_response_ms,97,14.98004087628866,3.167174189443924,14.184952,1.4538770000000003,12.4458316,13.442039,14.895916,21.79169699999997,12.072086,28.692961,14.303982987341772
otns,fast-attach-corrected,4,full_attach_ms,98,40.79542857142857,23.09786447932264,33.248,26.509999999999998,16.328,23.728,50.238,86.4155999999999,15.048,115.128,37.5003
hardware,fast-attach-corrected,4,full_attach_ms,97,66.72562269072165,24.939102799048033,60.989141,27.807236000000003,37.5801564,48.476934,76.28417,115.59014299999998,35.208941,148.388863,63.58495535443038
otns,fast-attach-corrected,4,parent_request_to_ack_ms,,,,,,,,,,,,
hardware,fast-attach-corrected,4,parent_request_to_ack_ms,,,,,,,,,,,,
otns,fast-attach-corrected,4,parent_request_ack_to_parent_response_ms,,,,,,,,,,,,
hardware,fast-attach-corrected,4,parent_request_ack_to_parent_response_ms,,,,,,,,,,,,
otns,fast-attach-corrected,4,parent_response_to_ack_ms,98,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
hardware,fast-attach-corrected,4,parent_response_to_ack_ms,97,4.007499350515464,0.0005100801416042997,4.007816,0.0009540000000001214,4.006863,4.007101,4.008055,4.008055,4.006863,4.008055,4.007508544303797
otns,fast-attach-corrected,4,parent_response_ack_to_child_id_request_ms,98,1.9671836734693877,1.5691510564892126,1.576,0.9600000000000002,0.616,1.256,2.216,4.456,0.616,13.736,1.716
hardware,fast-attach-corrected,4,parent_response_ack_to_child_id_request_ms,97,8.392702711340206,4.302935378896101,7.067204,1.6160009999999998,5.6322578000000005,6.388903,8.004904,16.14384639999995,5.372047,31.306028,7.391899493670886
otns,fast-attach-corrected,4,child_id_request_to_ack_ms,98,3.84,0.0,3.84,0.0,3.84,3.84,3.84,3.84,3.84,3.84,3.84
hardware,fast-attach-corrected,4,child_id_request_to_ack_ms,97,3.84760393814433,0.0005286375927487666,3.847837,0.0009539999999996773,3.846884,3.847122,3.848076,3.848076,3.846884,3.84903,3.847620101265823
otns,fast-attach-corrected,4,child_id_request_ack_to_child_id_response_ms,98,2.3266938775510204,2.605882308615238,1.576,1.2000000000000002,0.616,0.936,2.136,9.614399999999998,0.616,11.816,1.6484
hardware,fast-attach-corrected,4,child_id_request_ack_to_child_id_response_ms,97,11.132436927835052,3.1671584084094158,10.33783,1.453876000000001,8.5989476,9.595156,11.049032,17.94462179999997,8.225203,24.844885,10.456359848101267
otns,fast-attach-corrected,4,adjusted_parent_request_to_response_ms,,,,,,,,,,,,
hardware,fast-attach-corrected,4,adjusted_parent_request_to_response_ms,97,9.87115312371134,0.9327424390009064,9.867949,1.5236199999999993,8.4695056,9.098179,10.621799,11.375734799999998,7.720137,11.518047,9.866099291139241
otns,fast-attach-ucast-1,2,parent_request_to_response_ms,98,5.263673469387755,2.554138371371765,4.48,1.6480000000000001,3.16,3.7920000000000003,5.44,10.414399999999986,3.16,16.32,4.7389
hardware,fast-attach-ucast-1,2,parent_request_to_response_ms,97,11.395225793814433,1.0184564438356678,11.548042,1.6860969999999984,9.851598800000001,10.451078,12.137175,12.8549098,9.140015,13.075113,11.431606481012658
otns,fast-attach-ucast-1,2,parent_response_to_child_id_request_ms,98,6.2551836734693875,2.338123167264228,5.576,1.2800000000000002,4.616,4.936,6.216,10.743999999999996,4.616,17.096,5.74
hardware,fast-attach-ucast-1,2,parent_response_to_child_id_request_ms,97,10.583641536082474,0.8167575327656925,10.666847,1.285076,9.4976428,9.895086,11.180162,11.883020199999999,9.322166,12.497902,10.551419367088608
otns,fast-attach-ucast-1,2,child_id_request_to_response_ms,98,5.854857142857143,1.67164619154016,5.416,1.2800000000000002,4.456,4.776,6.056,8.616,4.456,14.824,5.564
hardware,fast-attach-ucast-1,2,child_id_request_to_response_ms,97,13.817438134020618,0.8088552642372459,13.978958,1.400233,12.5680446,13.064861,14.465094,14.942407399999999,12.331009,15.530825,13.82399206329114
otns,fast-attach-ucast-1,2,full_attach_ms,98,17.373714285714286,3.5132304164063717,16.372,3.9979999999999993,13.427200000000001,14.874,18.872,25.524399999999996,12.472,27.952,16.9247
hardware,fast-attach-ucast-1,2,full_attach_ms,97,35.79630555670103,1.6926873215495666,35.884142,2.2771350000000012,33.2745078,34.538031,36.815166,38.6474608,31.615019,39.219141,35.793769189873416
otns,fast-attach-ucast-1,2,parent_request_to_ack_ms,98,2.56,0.0,2.56,0.0,2.56,2.56,2.56,2.56,2.56,2.56,2.56
hardware,fast-attach-ucast-1,2,parent_request_to_ack_ms,97,2.567510257731959,0.0005373571375714906,2.567053,0.0009540000000001214,2.566814,2.567053,2.568007,2.568007,2.566814,2.569199,2.567499784810127
otns,fast-attach-ucast-1,2,parent_request_ack_to_parent_response_ms,98,2.703673469387755,2.554138371371765,1.92,1.648,0.6,1.232,2.88,7.854399999999987,0.6,13.76,2.1789
hardware,fast-attach-ucast-1,2,parent_request_ack_to_parent_response_ms,97,8.827715845360824,1.0184955936509918,8.980989,1.6860959999999992,7.284355000000001,7.884026,9.570122,10.2878572,6.572962,10.50806,8.864119139240506
otns,fast-attach-ucast-1,2,parent_response_to_ack_ms,98,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
hardware,fast-attach-ucast-1,2,parent_response_to_ack_ms,97,4.007590319587629,0.000555252655448931,4.007816,0.0009540000000001214,4.006863,4.007101,4.008055,4.008055,4.006863,4.009008,4.00759611392405
otns,fast-attach-ucast-1,2,parent_response_ack_to_child_id_request_ms,98,2.255183673469388,2.338123167264228,1.576,1.2800000000000002,0.616,0.936,2.216,6.743999999999997,0.616,13.096,1.74
hardware,fast-attach-ucast-1,2,parent_response_ack_to_child_id_request_ms,97,6.576051391752578,0.816780979414802,6.659031,1.285076,5.4907322,5.887032,7.172108,7.8752042,5.315065,8.489847,6.543805303797468
otns,fast-attach-ucast-1,2,child_id_request_to_ack_ms,98,3.84,0.0,3.84,0.0,3.84,3.84,3.84,3.84,3.84,3.84,3.84
hardware,fast-attach-ucast-1,2,child_id_request_to_ack_ms,97,3.8475572164948453,0.0005441269235129054,3.847837,0.0009539999999996773,3.846884,3.847122,3.848076,3.848076,3.846884,3.84903,3.8475506582278483
otns,fast-attach-ucast-1,2,child_id_request_ack_to_child_id_response_ms,98,2.0148571428571427,1.6716461915401601,1.576,1.2800000000000002,0.616,0.936,2.216,4.776,0.616,10.984,1.724
hardware,fast-attach-ucast-1,2,child_id_request_ack_to_child_id_response_ms,97,9.969880886597938,0.808814110093726,10.132074,1.4009470000000004,8.7199686,9.217024,10.617971,11.0943314,8.482933,11.682987,9.976498696202531
otns,fast-attach-ucast-1,2,adjusted_parent_request_to_response_ms,98,4.263673469387755,2.554138371371765,3.48,1.6480000000000001,2.16,2.7920000000000003,4.44,9.414399999999986,2.16,15.32,3.7389
hardware,fast-attach-ucast-1,2,adjusted_parent_request_to_response_ms,97,10.395225793814433,1.0184564438356678,10.548042,1.6860969999999984,8.851598800000001,9.451078,11.137175,11.8549098,8.140015,12.075113,10.431606481012658
otns,fast-attach-ucast-1,3,parent_request_to_response_ms,95,5.30821052631579,2.275329248537389,4.8,2.496,3.16,3.584,6.08,9.387199999999998,3.16,14.28,4.923012987012987
hardware,fast-attach-ucast-1,3,parent_request_to_response_ms,96,11.222941197916667,0.9420166656087814,11.38556,1.4979832500000008,9.37491675,10.467768,11.96575125,12.61359425,9.097099,13.028145,11.252873987179488
otns,fast-attach-ucast-1,3,parent_response_to_child_id_request_ms,95,5.708715789473684,1.11009326484892,5.576,0.96,4.616,4.936,5.896,8.136,4.616,9.864,5.517818181818182
hardware,fast-attach-ucast-1,3,parent_response_to_child_id_request_ms,96,10.716045875,0.8439020433441593,10.8050105,1.4374257499999992,9.503245,9.91797425,11.3554,11.93165775,9.340048,12.264967,10.714014358974358
otns,fast-attach-ucast-1,3,child_id_request_to_response_ms,95,5.981894736842105,2.2260734894183423,5.416,0.96,4.456,4.776,5.736,11.591999999999999,4.456,15.656,5.445090909090909
hardware,fast-attach-ucast-1,3,child_id_request_to_response_ms,96,13.809767854166667,0.8218032309732439,14.045,1.3551710000000021,12.532472499999999,13.135910249999998,14.49108125,14.78928325,12.138128,15.439987,13.836127064102564
otns,fast-attach-ucast-1,3,full_attach_ms,95,16.99882105263158,3.475038570056721,15.992,4.104000000000003,12.848,14.431999999999999,18.536,23.9696,12.232,26.52,16.578805194805195
hardware,fast-attach-ucast-1,3,full_attach_ms,96,35.748754958333336,1.5490649168619854,35.6835125,1.987039750000001,33.238232499999995,34.7533825,36.74042225,38.225829499999996,31.609058,39.023161,35.765256641025644
otns,fast-attach-ucast-1,3,parent_request_to_ack_ms,95,2.56,0.0,2.56,0.0,2.56,2.56,2.56,2.56,2.56,2.56,2.56
hardware,fast-attach-ucast-1,3,parent_request_to_ack_ms,96,2.5676169270833333,0.00048217708572232846,2.568007,0.0009540000000001214,2.567053,2.567053,2.568007,2.568007,2.566814,2.568007,2.567649243589744
otns,fast-attach-ucast-1,3,parent_request_ack_to_parent_response_ms,95,2.7482105263157894,2.275329248537389,2.24,2.496,0.6,1.024,3.52,6.827199999999999,0.6,11.72,2.3630129870129872
hardware,fast-attach-ucast-1,3,parent_request_ack_to_parent_response_ms,96,8.655324625,0.9420228719295877,8.818507499999999,1.4989379999999999,6.80690975,7.89976125,9.39869925,10.046541249999999,6.530046,10.460138,8.685261858974359
otns,fast-attach-ucast-1,3,parent_response_to_ack_ms,95,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
hardware,fast-attach-ucast-1,3,parent_response_to_ack_ms,96,4.007558125,0.0005421994243721068,4.007816,0.0009540000000001214,4.006863,4.007101,4.008055,4.008055,4.006863,4.009008,4.007556564102564
otns,fast-attach-ucast-1,3,parent_response_ack_to_child_id_request_ms,95,1.7087157894736842,1.11009326484892,1.576,0.9599999999999999,0.616,0.936,1.896,4.136,0.616,5.864,1.5178181818181817
hardware,fast-attach-ucast-1,3,parent_response_ack_to_child_id_request_ms,96,6.708487895833334,0.8438997481019136,6.797552,1.4374260000000003,5.495905499999999,5.91063475,7.34806075,7.923603,5.332947,8.257866,6.706442615384615
otns,fast-attach-ucast-1,3,child_id_request_to_ack_ms,95,3.84,0.0,3.84,0.0,3.84,3.84,3.84,3.84,3.84,3.84,3.84
hardware,fast-attach-ucast-1,3,child_id_request_to_ack_ms,96,3.8476387708333335,0.0005389026760910494,3.847837,0.0009539999999996773,3.846884,3.847122,3.848076,3.848076,3.846884,3.84903,3.847654012820513
otns,fast-attach-ucast-1,3,child_id_request_ack_to_child_id_response_ms,95,2.1418947368421053,2.2260734894183423,1.576,0.9599999999999999,0.616,0.936,1.896,7.751999999999999,0.616,11.816,1.6050909090909091
hardware,fast-attach-ucast-1,3,child_id_request_ack_to_child_id_response_ms,96,9.96212909375,0.8218851653440858,10.1969245,1.3547537500000004,8.6843965,9.28872825,10.643482,10.94144575,8.291006,11.593103,9.988482205128205
otns,fast-attach-ucast-1,3,adjusted_parent_request_to_response_ms,95,4.30821052631579,2.275329248537389,3.8,2.496,2.16,2.584,5.08,8.387199999999998,2.16,13.28,3.923012987012987
hardware,fast-attach-ucast-1,3,adjusted_parent_request_to_response_ms,96,10.222941197916667,0.9420166656087814,10.38556,1.4979832500000008,8.37491675,9.467768,10.96575125,11.61359425,8.097099,12.028145,10.252873987179488
otns,fast-attach-ucast-1,4,parent_request_to_response_ms,89,5.313348314606742,1.992929405657568,4.68,2.04,3.2432000000000003,4.04,6.08,9.16,3.16,13.608,5.013808219178082
hardware,fast-attach-ucast-1,4,parent_request_to_response_ms,100,11.58150439,0.9805058642444807,11.5619895,1.6987924999999997,10.12399205,10.83296525,12.53175775,12.9151698,9.149075,13.025045,11.6243333
otns,fast-attach-ucast-1,4,parent_response_to_child_id_request_ms,89,6.118921348314607,2.2256185055799613,5.576,1.2800000000000002,4.616,4.936,6.216,8.967999999999998,4.616,16.456,5.650520547945206
hardware,fast-attach-ucast-1,4,parent_response_to_child_id_request_ms,100,10.60546637,0.9451044530366526,10.5894805,1.746416,9.504878049999999,9.5285775,11.2749935,11.95951655,9.485006,14.679193,10.535568025
otns,fast-attach-ucast-1,4,child_id_request_to_response_ms,89,6.020044943820225,1.8854085155966522,5.416,1.6000000000000005,4.456,4.776,6.376,9.511999999999995,4.456,15.976,5.70531506849315
hardware,fast-attach-ucast-1,4,child_id_request_to_response_ms,100,13.72570512,0.8314291876680838,13.509989000000001,1.4804597499999979,12.5249386,12.992442,14.472901749999998,14.9106858,12.264013,15.626907,13.7215167
otns,fast-attach-ucast-1,4,full_attach_ms,89,17.452314606741574,3.367872607433045,16.6,4.448,13.5952,15.032,19.48,23.703999999999994,12.76,28.44,17.08098630136986
