platform,variant,routers,metric,value_ms,outer_fence_low_ms,outer_fence_high_ms,source_run,retransmission_observed,duplicate_sequence_observed,classification,disposition
hardware,fast-attach-corrected,3,parent_response_to_child_id_request_ms,16.941071,5.521773500000009,16.92181949999999,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/3-routers/runs/run-054--20260915-010104-run14,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,3,parent_response_to_child_id_request_ms,19.695997,5.521773500000009,16.92181949999999,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/3-routers/runs/run-077--20260911-023434-run17,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,3,child_id_request_to_response_ms,19.842863,8.188545,19.55813225,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/3-routers/runs/run-012--20260826-044236-run12,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,3,child_id_request_to_response_ms,26.678085,8.188545,19.55813225,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/3-routers/runs/run-013--20260826-045045-run13,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,3,child_id_request_to_response_ms,19.688129,8.188545,19.55813225,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/3-routers/runs/run-033--20260914-160154-run13,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,3,child_id_request_to_response_ms,20.215988,8.188545,19.55813225,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/3-routers/runs/run-039--20260914-165047-run19,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,3,child_id_request_to_response_ms,32.710075,8.188545,19.55813225,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/3-routers/runs/run-065--20260911-005651-run05,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,parent_response_to_child_id_request_ms,19.279957,5.507647250000003,16.907275,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-017--20260826-080901-run17,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,parent_response_to_child_id_request_ms,35.312891,5.507647250000003,16.907275,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-018--20260826-081714-run18,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,parent_response_to_child_id_request_ms,26.775837,5.507647250000003,16.907275,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-032--20260914-184802-run13,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,parent_response_to_child_id_request_ms,19.117117,5.507647250000003,16.907275,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-034--20260914-190430-run15,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,parent_response_to_child_id_request_ms,23.634911,5.507647250000003,16.907275,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-040--20260915-015840-run01,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,parent_response_to_child_id_request_ms,24.568796,5.507647250000003,16.907275,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-048--20260915-030431-run09,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,parent_response_to_child_id_request_ms,17.846823,5.507647250000003,16.907275,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-059--20260915-043505-run20,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,parent_response_to_child_id_request_ms,17.246962,5.507647250000003,16.907275,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-066--20260911-064033-run07,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,parent_response_to_child_id_request_ms,30.066013,5.507647250000003,16.907275,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-091--20260911-100616-run32,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,parent_response_to_child_id_request_ms,18.826008,5.507647250000003,16.907275,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-095--20260911-103910-run36,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,child_id_request_to_response_ms,25.732994,8.843838499999995,19.504129750000004,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-008--20260826-065504-run08,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,child_id_request_to_response_ms,27.867079,8.843838499999995,19.504129750000004,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-027--20260914-180651-run08,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,child_id_request_to_response_ms,21.263123,8.843838499999995,19.504129750000004,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-032--20260914-184802-run13,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,child_id_request_to_response_ms,21.709204,8.843838499999995,19.504129750000004,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-053--20260915-034541-run14,True,False,retransmission_or_repeated_attempt,retained
hardware,fast-attach-corrected,4,child_id_request_to_response_ms,28.692961,8.843838499999995,19.504129750000004,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-066--20260911-064033-run07,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,child_id_request_to_response_ms,23.905993,8.843838499999995,19.504129750000004,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-081--20260911-084359-run22,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-corrected,4,child_id_request_to_response_ms,27.603149,8.843838499999995,19.504129750000004,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach/4-routers/runs/run-084--20260911-090841-run25,False,False,valid_complete_sequence_long_tail,retained
hardware,fast-attach-ucast-1,2,parent_request_to_response_ms,18.980026,5.342421750000003,17.251493749999998,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach-ucast-1/2-routers/runs/run-092--20260916-022637-run32,True,False,retransmission_or_repeated_attempt,retained
hardware,fast-attach-ucast-1,2,full_attach_ms,43.975115,27.806402250000005,43.6395395,/home/ewout/.openclaw/workspace-softwaredeveloper/ESPHome-Thread-ED-Switch-Parent/testing/results/n100-comparison-2026-09/fast-attach-ucast-1/2-routers/runs/run-092--20260916-022637-run32,True,False,retransmission_or_repeated_attempt,retained
