sample_index,sim_time_s,mobile_x,mobile_y,mobile_state,mobile_rloc16,parent_extaddr,parent_rloc16,parent_node_guess,parent_link_quality_in,parent_link_quality_out,parent_age,parent_version,mobile_to_parent_target,mobile_to_parent_target_rloc16,mobile_to_parent_target_extaddr,mobile_tx_power_dbm,mobile_verified_tx_power_dbm,mobile_to_parent_target_tx_power_dbm,mobile_to_parent_target_verified_tx_power_dbm,mobile_to_parent_tx,mobile_to_parent_rx,mobile_to_parent_loss_pct,mobile_to_parent_rtt_min_ms,mobile_to_parent_rtt_avg_ms,mobile_to_parent_rtt_max_ms,mobile_to_parent_sim_rss_method,mobile_to_parent_sim_rss_match_status,mobile_to_parent_sim_rss_match_confidence,mobile_to_parent_request_rx_sim_rss_dbm,mobile_to_parent_request_rx_sim_lqi,mobile_to_parent_reply_rx_sim_rss_dbm,mobile_to_parent_reply_rx_sim_lqi,mobile_to_parent_sim_rss_event_time_s,parent_switch,connectivity_ok,selected_radio_model,device_profile,thread_device_type,parent_search_config,packet_probe_reliable,primary_parent_observation,scenario_phase,removed_parent_node,removed_parent_node_id,ip_counters_json,mle_counters_json,router_a_scan_dbm,router_a_scan_lqi,router_b_scan_dbm,router_b_scan_lqi,router_c_scan_dbm,router_c_scan_lqi,router_d_scan_dbm,router_d_scan_lqi
271,577.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,9,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,7.0,7.0,7.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""154"", ""TxFailed"": ""4"", ""TxSuccess"": ""41""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""275242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""277000""}",,,,,,,,
272,578.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,10,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,5.0,5.0,5.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""155"", ""TxFailed"": ""4"", ""TxSuccess"": ""42""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""276242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""278000""}",,,,,,,,
273,579.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,11,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""156"", ""TxFailed"": ""4"", ""TxSuccess"": ""43""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""277242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""279000""}",,,,,,,,
274,580.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,12,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""157"", ""TxFailed"": ""4"", ""TxSuccess"": ""44""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""278242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""280000""}",,,,,,,,
275,581.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,13,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""158"", ""TxFailed"": ""4"", ""TxSuccess"": ""45""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""279242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""281000""}",,,,,,,,
276,582.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,0,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,5.0,5.0,5.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""160"", ""TxFailed"": ""4"", ""TxSuccess"": ""46""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""280242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""282000""}",,,,,,,,
277,583.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,1,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,8.0,8.0,8.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""161"", ""TxFailed"": ""4"", ""TxSuccess"": ""47""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""281242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""283000""}",,,,,,,,
278,584.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,2,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,7.0,7.0,7.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""163"", ""TxFailed"": ""4"", ""TxSuccess"": ""48""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""282242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""284000""}",,,,,,,,
279,585.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,3,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,5.0,5.0,5.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""165"", ""TxFailed"": ""4"", ""TxSuccess"": ""49""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""283242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""285000""}",,,,,,,,
280,586.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,4,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,7.0,7.0,7.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""166"", ""TxFailed"": ""4"", ""TxSuccess"": ""50""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""284242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""286000""}",,,,,,,,
281,587.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,5,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""167"", ""TxFailed"": ""4"", ""TxSuccess"": ""51""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""285242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""287000""}",,,,,,,,
282,588.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,6,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,7.0,7.0,7.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""168"", ""TxFailed"": ""4"", ""TxSuccess"": ""52""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""286242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""288000""}",,,,,,,,
283,589.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,7,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,8.0,8.0,8.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""169"", ""TxFailed"": ""4"", ""TxSuccess"": ""53""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""287242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""289000""}",,,,,,,,
284,590.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,8,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,7.0,7.0,7.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""170"", ""TxFailed"": ""4"", ""TxSuccess"": ""54""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""288242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""290000""}",,,,,,,,
285,591.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,9,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,5.0,5.0,5.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""171"", ""TxFailed"": ""4"", ""TxSuccess"": ""55""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""289242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""291000""}",,,,,,,,
286,592.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,10,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""172"", ""TxFailed"": ""4"", ""TxSuccess"": ""56""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""290242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""292000""}",,,,,,,,
287,593.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,11,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,5.0,5.0,5.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""173"", ""TxFailed"": ""4"", ""TxSuccess"": ""57""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""291242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""293000""}",,,,,,,,
288,594.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,12,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,5.0,5.0,5.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""174"", ""TxFailed"": ""4"", ""TxSuccess"": ""58""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""292242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""294000""}",,,,,,,,
289,595.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,0,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""177"", ""TxFailed"": ""4"", ""TxSuccess"": ""59""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""293242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""295000""}",,,,,,,,
290,596.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,1,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,8.0,8.0,8.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""178"", ""TxFailed"": ""4"", ""TxSuccess"": ""60""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""294242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""296000""}",,,,,,,,
291,597.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,2,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,7.0,7.0,7.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""180"", ""TxFailed"": ""4"", ""TxSuccess"": ""61""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""295242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""297000""}",,,,,,,,
292,598.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,3,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,5.0,5.0,5.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""181"", ""TxFailed"": ""4"", ""TxSuccess"": ""62""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""296242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""298000""}",,,,,,,,
293,599.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,4,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,8.0,8.0,8.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""182"", ""TxFailed"": ""4"", ""TxSuccess"": ""63""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""297242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""299000""}",,,,,,,,
294,600.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,5,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""183"", ""TxFailed"": ""4"", ""TxSuccess"": ""64""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""298242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""300000""}",,,,,,,,
295,601.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,6,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""184"", ""TxFailed"": ""4"", ""TxSuccess"": ""65""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""299242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""301000""}",,,,,,,,
296,602.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,7,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,11.0,11.0,11.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""185"", ""TxFailed"": ""4"", ""TxSuccess"": ""66""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""300242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""302000""}",,,,,,,,
297,603.0,375.0,300.0,child,f403,5ac82e15086b3c2f,f400,router_a,3,3,8,5,router_a,f400,5ac82e15086b3c2f,0.0,0.0,0.0,0.0,1,1,0.0,6.0,6.0,6.0,,,,,,,,,False,True,MutualInterference,minimal_end_device,med,disabled,True,packet_probe,post_parent_removal,router_b,2,"{""RxFailed"": ""0"", ""RxSuccess"": ""186"", ""TxFailed"": ""4"", ""TxSuccess"": ""67""}","{""Attach Attempts"": ""2"", ""Better Parent Attach Attempts"": ""0"", ""Better Partition Attach Attempts"": ""0"", ""Parent Changes"": ""1"", ""Partition Id Changes"": ""2"", ""Role Child"": ""2"", ""Role Detached"": ""2"", ""Role Disabled"": ""0"", ""Role Leader"": ""0"", ""Role Router"": ""0"", ""Time Child Milli"": ""301242"", ""Time Detached Milli"": ""1758"", ""Time Disabled Milli"": ""0"", ""Time Leader Milli"": ""0"", ""Time Router Milli"": ""0"", ""Time Tracked Milli"": ""303000""}",,,,,,,,
