observed_time_s,event,generation,target,parent,rloc16,rssi,time_us,timing_source,resolution_us,state,mode,reason,error
305.0,parent_request_started,1,,,,,5000000,otns_openthread_event,1,,,,
305.0,attacher_state,1,,,,,,,,2,,,
305.0,requested,1,6e696bfbdae22eab,,,,,,,,unicast,,
306.0,target_response,1,6e696bfbdae22eab,,8400,-92,5009072,otns_openthread_event,1,,,,
306.0,child_id_request_started,1,6e696bfbdae22eab,,,,5009072,otns_openthread_event,1,,,,
306.0,attacher_state,1,,,,,,,,4,,,
306.0,attacher_state,1,,,,,,,,0,,,
306.0,child_id_response_received,1,,6e696bfbdae22eab,,,5019200,otns_openthread_event,1,,,,
306.0,succeeded,1,,6e696bfbdae22eab,,,5019200,otns_openthread_event,1,,,,
